Project Website,Lead Signal Date,Investment Announcement Date,Project Description (100 words),Investment Stage,Lead Time,Lead Time (Months),Round Investment Amount ($M),Total Money Raised ($M),Latest Round Co-Investors,Previous Round Investors
https://layerzero.network/,10/10/2022,04/04/2023,"LayerZero Labs spearheads permissionless interoperability, linking over 50 blockchains to enable seamless omnichain applications and token transfers. Founded on immutable on-chain endpoints, a configurable Security Stack, and permissionless Executors, LayerZero empowers developers to transmit censorship-resistant messages across chains. Unified semantics across blockchains facilitate omnichain development, granting application owners control over security and efficiency configurations. With billions transferred and a $15M bug bounty, LayerZero fosters a robust ecosystem, bridging assets for DeFi projects like Curve Finance, Uniswap, and Aave. Developers access LayerZero's tools to build decentralized applications and send messages across blockchains, ushering in a new era of interconnected blockchain networks.",Series B,176,6,120,293.3,"Sequoia Capital, Samsung NEXT, OpenSea Ventures, OKX Ventures, Mick K., Electric Ant, CryptoViet Ventures, Circle Ventures, Christie's, BOND, a16z crypto","Zephyrus Capital, The Spartan Group, Sino Global Capital, Sequoia Capital, Samsung NEXT, OpenSea Ventures, OKX Ventures, CryptoViet Ventures, Circle Ventures, Christie's, BOND, "
www.arteria.ai/,05/17/2023,10/26/2023,"Arteria AI is a cutting-edge company revolutionizing the world of document management and automation. Renowned for its transformative AI-enabled platform, Arteria turns documents into data, injecting automation and intelligence into core business processes. Recognized as one of the 100 Most Promising AI Companies globally by CB Insights, Arteria has secured substantial investments, including a $30 million Series B led by GGV Capital U.S. and strategic backing from Citi and BDC. Their data-first approach streamlines documentation processes, facilitates collaboration, enhances risk controls, and empowers operational leaders to optimize efficiency. Trusted by leading global financial institutions, Arteria operates with a mission to accelerate contract processes and drive innovation in the world of institutional finance.",Series B,162,6,30,40.9,"Information Venture Partners, Illuminate Financial, GGV Capital, Citi, BDC Venture Capital","Citi,BDC Venture Capital"
lambdalabs.com,10/16/2022,03/21/2023,"Lambda offers on-demand and reserved cloud GPUs for AI training and inference, featuring the new NVIDIA GH200 Grace Hopper™ Superchip and NVIDIA H100 Tensor Core GPUs, providing efficient and cost-effective solutions for AI development.",Series B,156,6,44,112.2,"Mercato Partners, Lukas Biewald, Jeff Hammerbacher, Invariantes Fund, Greg Brockman, Gradient Ventures, Georges Harik, Garry Tan, Crescent Cove Advisors, Bloomberg Beta, Adma D'Angelo, 1517 Fund",-
chargex.de/,02/07/2023,07/05/2023,"ChargeX, headquartered in Munich since 2018, pioneers e-mobility solutions to address the growing demand for electric vehicles. Offering customizable charging solutions for employee, customer, and fleet vehicles, ChargeX ensures future-proof infrastructure with in-house developed hardware and software. Patented security systems and low installation costs underscore their commitment to quality and affordability. Scalable systems facilitate effortless expansion, while bi-directional loading capabilities align with emerging smart grid technologies. With over 5 years of experience, ChargeX boasts 4,500 operational charging stations and a million kWh distributed, supported by a dedicated team ensuring seamless customer experiences and sustainable solutions for an electrifying future.",Series B,148,5,12.4,17.3,"Verve Ventures, UVC Partners, Ponooc, Energie360°, BonVenture, Bayern Kapital
","Hevella Capital, Energie360°, BonVenture, BayStartUP, Agile Accelerator"
helloself.com,10/24/2022,03/14/2023,"HelloSelf offers therapy and coaching designed to make your self better, with a promise of a better experience and outcomes.",Series B,141,5,20,31.3,"Oxford Capital, OMERS Ventures, Octopus Ventures, Manta Ray Ventures",Google for Startups
"www.amogy.co
",11/16/2022,03/22/2023,"Amogy pioneers ammonia as a sustainable energy solution, catalyzing the shift towards emission-free fuel for a greener tomorrow. Addressing the pressing issue of commercial transportation's 9% global CO2 emissions, Amogy's breakthrough technology offers affordable, accessible, and storable energy. With ambitions to decarbonize transportation by 2050 and extend into power and hydrogen generation, Amogy's innovation promises a paradigm shift in energy dynamics. From pioneering ammonia-powered drones to semi-trucks, Amogy's roadmap exemplifies rapid scaling and strategic partnerships with investors like AP Ventures, Amazon's Climate Pledge Fund, SK Innovation, and Saudi Aramco Energy Ventures, envisioning a future where sustainability meets unprecedented efficiency.",Series B,126,5,139.2,219.3,"Zeon Ventures, Yanmar Ventures, Temasek Holdings, SK Innovation, MOL PLUS, Korea Zinc, DCVC, Aramco Ventures, AP Ventures","Newlab, Amazon, Collaborative Fund"
exotrail.com,10/10/2022,02/07/2023,"Exotrail is an end-to-end space mobility operator, dedicated to enhancing the capabilities of small satellites in space while reducing space pollution.",Series B,120,4,58,75.4,"NCI Waterstart, Karista, IXO Private Equity, IRDI SORIDEC Gestion, Innovacom, Eurazeo, CELAD, Bpifrance, BNP Paribas, Banque Populaire, 360 Capital","Turenne Capital, Thibaud Elziere, NCI Waterstart, Karista, IXO Private Equity, IRDI SORIDEC Gestion, Innovacom, Bpifrance, 360 Capital"
www.nuvocargo.com/,03/03/2023,06/23/2023,"Nuvocargo is the premier cross-border shipping partner facilitating seamless cargo transportation between Mexico and the United States. Offering comprehensive freight forwarding, customs brokerage, cargo insurance, and supply chain financing services, Nuvocargo streamlines cross-border trade with reliability and efficiency. With a focus on transparency and innovation, their platform provides unparalleled visibility into shipments, empowering businesses to make informed decisions and optimize operations. Backed by a bilingual team of experts and supported by leading investors, Nuvocargo stands at the forefront of modernizing trade across the Americas, ensuring smooth logistics for businesses of all sizes.",Series B,112,4,36.5,74.4,"Tresalia Capital, Tiger Global Management, QED Investors, One Way Ventures, NFX, MAYA Capital, Magma Partners, Hi Ventures, Amador Holdings","NFX, FJ Labs, Codie Sanchez, Cibersons, Tiger Global Management, QED Investors, Hi Ventures, Flexport, 
Federico Ranero, Sebastian Castro, Satya Patel, Raymond Tonsing, One Way Ventures, Michael Ronen, MAYA Capital, Magma Partners, Karim Atiyeh, GE32 Capital, Florian Hagenbuch, Duro Ventures, David Vélez, Clocktower Technology Ventures, Y Combinator, Timo Soininen, Ride Ventures, Manresa Ventures, BuenTrip Ventures, Reshape, 
37 Angels"
loambio.com,10/26/2022,02/13/2023,Loam Bio collaborates with farmers and scientists to develop technology that transforms croplands into carbon sinks by capturing and storing atmospheric CO2 in soil using microbial carbon capture technology.,Series B,110,4,69.1,102,"Wollemi, Main Sequence Ventures, Lowercarbon Capital, Horizons Ventures, Grok Ventures, Clean Energy Finance Corporation, Acre Venture Partners","Time Ventures, Thistledown Foundation, Main Sequence Ventures, Lowercarbon Capital, Horizons Ventures, Grok Ventures, Ckean Energy Finance Corporation, Acre Venture Partners"
en.trucksters.io,02/24/2023,06/12/2023,"Trucksters revolutionizes long-haul trucking with its innovative relay system, offering the fastest Full Truck Load (FTL) transport solutions. By seamlessly exchanging semi-trailers at fixed relay points, Trucksters ensures uninterrupted journeys, enabling clients to arrive twice as fast while optimizing routes and reducing empty kilometers. Committed to driver welfare and sustainability, Trucksters fosters a driver-centric culture, providing stability, home time, and a supportive community. Embracing electrification, Trucksters pioneers eco-friendly logistics, aiming for zero-emission routes by 2023. Trusted by over 700 companies, Trucksters embodies efficiency, safety, and humanity in modern freight transportation, reshaping the industry for a faster, greener, and more people-focused future.",Series B,108,4,35.9,58.9,"Volvo Group Venture Capital, The Valley Venture Capital, Sacha Michaud, Metavallon VC, Kibo Ventures, Fond-ICO Global, European Investment Bank, Continental Venture Capital, Bonsai Partners, Big Sur Ventures, Amplifier","Sacha Michaud, Metavallon VC, Kibo Ventures, Juan Urdiales, Bonsai Partners, Big Sur Ventures, APX, Amplifier"
one.ai,10/24/2022,02/01/2023,"Our Next Energy specializes in energy storage solutions for the grid and electric vehicles, with a focus on range, safety, and sustainability.",Series B,100,4,300,390,"TR.PE, Temasek Holdings, Sente Ventures, Riverstone Holdings, Franklin Templeton, Fifth Wall, Coatue","Volta Energy Technologies, Flex, Coatue, Breakthrough Energy Ventures, BMW i Ventures, Assembly Ventures"
https://aleph-alpha.com/,8/1/2023,11/6/2023,"Aleph Alpha, a pioneering technology company, is at the forefront of the AI revolution, redefining responsibility in the AI era. They offer an Augmented Intelligence Platform that seamlessly integrates human intelligence with advanced generative AI technology. This transformative approach ensures compliance, trustworthiness, and rapid time-to-value for businesses and governments alike. Aleph Alpha's core strength lies in their world-class multimodal large language models (LLMs), which are independently developed and continually evolving to stay ahead of the market. With a commitment to sovereignty, intelligence, and customization, Aleph Alpha empowers organizations to harness the full potential of AI while maintaining control and responsibility. For inquiries, contact their expert teams in sales, support, or press, and join them in shaping the future of AI.",Series B,97,3,500,642.8,"Schwarz Group, SAP, Innovation Park Artificial Intelligence, Hewlett Packard Enterprise, Chris & Company, Cavalry Ventures, Burda Principal Investments","SAP, Cavalry Ventures"
"www.amogy.co
",11/16/2022,06/05/2023,"Amogy pioneers ammonia as a sustainable energy solution, catalyzing the shift towards emission-free fuel for a greener tomorrow. Addressing the pressing issue of commercial transportation's 9% global CO2 emissions, Amogy's breakthrough technology offers affordable, accessible, and storable energy. With ambitions to decarbonize transportation by 2050 and extend into power and hydrogen generation, Amogy's innovation promises a paradigm shift in energy dynamics. From pioneering ammonia-powered drones to semi-trucks, Amogy's roadmap exemplifies rapid scaling and strategic partnerships with investors like AP Ventures, Amazon's Climate Pledge Fund, SK Innovation, and Saudi Aramco Energy Ventures, envisioning a future where sustainability meets unprecedented efficiency.",Series B (2nd),201,7,11,219.3,"Mitsubishi Heavy Industries, Mitsubishi Corporation","Zeon Ventures, Yanmar Ventures, Temasek Holdings, SK Innovation, MOL PLUS, Korea Zinc, DCVC, Aramco Ventures, AP Ventures, Newlab, Amazon, Collaborative Fund"
hu.ma.ne,10/15/2022,03/08/2023,"Ai Pin Complete System for $699, with flexible payment options.",Series C,144,5,100,230,"Volvo Cars Tech Fund, Valia Ventures,Top Tier Capital Partners, Tiger Global Management, Socium Ventures, SK Networks, Sam Altman, Salesforce Ventures, Qualcomm Ventures, Microsoft, LG Technology Ventures, Lachy Groom, Kindred Ventures, Hudson Bay Capital Management, HICO, Forerunner Ventures","Wilson Sonsini Goodrich & Rosati, Valia Ventures, Time Ventures, Tiger Global Management, SoftBank Capital, Sam Altman, Qualcomm Ventures, Plexo Capital, NEXT VENTURES, Lachy Groom, Kindred Ventures, Forerunner Ventures, Bond"
https://www.ai21.com/,10/16/2022,11/21/2023,"AI21 is spearheading a revolution in Natural Language Processing (NLP), aspiring to bridge the gap between machine and human intelligence. Focused on transforming writing and reading into AI-centric experiences, AI21's premier product is a writing companion tool that refines user writing to precisely convey intended meaning. Their revolutionary reading experience, Wordtune Read, utilizes AI to summarize lengthy documents, facilitating faster comprehension. Beyond their consumer tools, AI21 advances the NLP ecosystem by providing language models to developers through AI21 Studio, empowering the creation of AI-driven products without NLP expertise. With cutting-edge technology, including enriched models for contextual understanding, AI21 is at the forefront of NLP innovation. Recently valued at $1.4 billion in a Series C funding round, AI21 is shaping the future of AI applications.",Series C,401,14,53,326.5,Comcast Ventures,"Walden Catalyst, SCB 10X, Samsung NEXT, Pitango VC, NVIDIA, Google, b2venture, Amnon Shahua"
headway.co,10/16/2022,10/05/2023,"Headway is a platform that assists individuals in finding the right mental health provider, offering support for various topics, all covered by insurance. Whether you're dealing with pandemic-related anxiety, family challenges, career-related stress, or any other mental health concern, Headway can help you connect with the appropriate professionals. The platform works with insurance carriers such as Aetna, Anthem Blue Cross and Blue Shield, UnitedHealthcare, Cigna, Oscar, and Oxford to ensure that you can access mental health care without the worry of high costs.",Series C,354,13,125,225.5,"Spark Capital, Thrive Capital, Health Care Service Corporation, Andreessen Horowitz, Accel","Andreessen Horowitz, Thrive Capital, Google Ventures, Accel"
https://www.pulumi.com/b/,10/16/2022,10/03/2023,"Pulumi, an open-source Infrastructure as Code (IaC) platform, empowers users to build, manage, and scale infrastructure, secrets, and configurations seamlessly. Trusted by industry leaders like Dutchie and Mercedes-Benz Research, Pulumi supports multiple programming languages, including TypeScript, Python, Go, and more. With modular Environments, it simplifies configuration and secrets management, ensuring consistency and security. Pulumi accelerates development with Internal Developer Portals, fostering collaboration among teams. The platform's innovative AI feature, Pulumi AI, generates code through natural language commands. Built by engineers for engineers, Pulumi is praised for its approachability and transformative impact, making infrastructure management efficient and enjoyable.",Series C,352,13,41,98.5,"Tola Capital, Strike Capital, New Enterprise Associates, Madrona","ola Capital, New Enterprise Associates, Madrona, "
http://instagrid.co/,03/15/2023,01/23/2024,"Instagrid delivers pure instant power, anywhere, revolutionizing portable energy with advanced batteries that eliminate the need for generators. Trusted by industry leaders like Mast Pumpen GmbH, Instagrid reduces greenhouse gas emissions by 97%, ensures zero exhaust emissions, and slashes lifetime costs by up to 82% compared to combustion generators. With a commitment to sustainability and reliability, Instagrid empowers workplaces with cleaner air and safer environments. Stay updated with the latest battery technology by subscribing to Instagrid's news. Join the future of portable power with Instagrid's innovative solutions.",Series C,314,11,94.4,135,"Wille Finance, Teachers’ Venture Growth, SET Ventures, Segnalita, Pierre-Pascal Urbon, Morgan Stanley Investment Management, High-Tech Grunderfonds, Energy Impact Partners, blueworld.group","SET Ventures, Segnalita, Pierre-Pascal Urbon, High-Tech Grunderfonds, Energy Impact Partners, blueworld.group, Martin Global AG"
"www.bluewhite.co",6/5/2023,01/23/2024,"Bluewhite is at the forefront of revolutionizing agriculture through its pioneering autonomous technology. Specializing in ""Smart Agriculture"" within the ""Precision Farming"" vertical, the company equips fleets with cutting-edge autonomous tractors and a user-friendly platform, enhancing farm productivity and sustainability. Bluewhite's comprehensive solutions, including the Pathfinder system, support diverse crop management under any condition, offering growers a multifunctional platform for efficient farm operation. With a commitment to safety and continuous support, Bluewhite not only optimizes farm performance but also ensures peace of mind, making it a leader in agricultural innovation and sustainability.",Series C,232,8,39,87.5,"Peregrine Ventures, LIP Ventures Boutique, Jesselson Capital, Insight Partners, Entrée Capital, Alumni Ventures","Regah Ventures, Peregrine Ventures, Jesselson Capital, Insight Partners, Entrée Capital, Clal Insurance Enterprises Holdings, Allied Group Investments"
www.anthropic.com,10/15/2022,05/23/2023,"Anthropic pioneers AI research and products with safety at its core, pushing boundaries to ensure a secure AI frontier. Introducing Claude, our conversational assistant now in Beta, designed for speed, capability, and genuine dialogue. Enterprises leverage Claude to unlock AI-driven business value seamlessly. Our work spans Constitutional AI, Core Views on AI Safety, and AI Accountability, reflecting our commitment to reliability and harmlessness. Based in San Francisco, our interdisciplinary team merges expertise in ML, physics, policy, and product to craft dependable AI solutions. Join us in shaping the future of responsible AI. Explore opportunities and innovations with Anthropic today.",Series C,220,8,450,7600,"Zoom Ventures, SVA, Spark Capital, Sound Ventures, Seven Rivers Capital LTD, Salesforce Ventures, Raison, Pioneer Fund, Pario Ventures, NLS Ventures, Menlo Ventures, ICS FO, Google","Google, Sam Bankman-Fried, Nishad Singh, James McClave, Jaan Tallinn, Center for Emerging Risk Research, Caroline Ellison, Eric Schmidt, Dustin Moskovitz"
www.keplercommunications.com/,10/16/2022,04/13/2023,"Kepler Communications pioneers a groundbreaking SDA-compliant network, revolutionizing access to space-generated data by deploying a modern Internet infrastructure in space. Through a hybrid network combining RF and optical technologies, Kepler enables real-time on-orbit data delivery, acting as a pivotal Internet exchange hub for space-based communication. Serving diverse markets including Defense & Intelligence, Earth Observation, Human Space Flight, and Space Sustainability, Kepler's network empowers governments and enterprises with secure, actionable intelligence. Committed to innovation, Kepler fosters a culture of drive, empathy, and agility, inviting individuals to join its multidisciplinary teams shaping the future of space communication through hardware, software, and operational excellence.",Series C,179,6,92,177.1,"Tribe Capita, IA Ventures, Costanoa Ventures, Canaan Partners, BDC Venture Capital","Tribe Capita, Sand Hill Angels, IA Ventures, Costanoa Ventures, Canaan Partners, Techstars Logo
Techstars, Plug and Play, FedDev, 
Deutsche Bahn Digital Ventures"
https://www.mojo.vision/,10/16/2022,04/05/2023,"Mojo Vision pioneers the forefront of micro-LED technology, introducing the world's smallest and densest dynamic display that fits into a contact lens. Since 2015, their adept engineers have harnessed leading-edge semiconductor advancements to disrupt the $160B+ display industry. Micro-LEDs, tailored for the burgeoning AR/VR market, promise high resolution, vibrant colors, and low power consumption, revolutionizing existing devices and enabling innovative wearables. Collaborating closely with clients, Mojo Vision customizes displays to meet specific product needs, ensuring optimal performance and quality. With proprietary micro-LEDs at incredibly diminutive scales, Mojo Vision shapes the future of display technology, offering a glimpse into the next era of immersive visual experiences.",Series C,171,6,22.4,269.9,"Open Field Capital, New Enterprise Associates, Liberty Global Ventures, Khosla Ventures, 
Fusion Fund, Edge VC, Drew Perkins, Dolby Family Ventures","Global Brain Corporation, PTC, Open Field Capital, New Enterprise Associates, Motorola Solutions Venture Capital, Liberty Global Ventures, HiJoJo Partners,nEdge VC, Dolby Family Ventures, AME Cloud Ventures, Amazon Alexa Fund, Advantech Capital"
"covariant.ai",10/26/2022,04/04/2023,"Covariant revolutionizes warehouse automation with its AI-driven robotics solutions. Utilizing the Covariant Brain, trained on vast data sets, their robots autonomously handle diverse SKU picking from day one, adaptable to changing demands. Offering a comprehensive suite of automation systems including Putwall, Induction, Goods-to-Person Picking, Depalletization, and Kitting, Covariant optimizes fulfillment processes for global enterprises. With seamless integration and high-speed operations, Covariant ensures efficiency and scalability in warehouse management. Trusted by industry leaders, Covariant empowers businesses to tackle dynamic challenges, filling labor gaps and meeting fluctuating demands with precision. Experience the future of automation with Covariant, shaping tomorrow’s warehouse operations today.",Series C,160,6,75,222,"Radical Ventures, Northgate Capital, Index Ventures, Gates Frontier Fund, Canada Pension Plan Investment Board, Amplify Partners, 
AIX Ventures","Temasek Holdings, Radical Ventures Index Ventures, Canada Pension Plan Investment Board, Amplify Partners, "
apkudo.com,10/10/2022,02/15/2023,"Apkudo is a global platform specializing in optimizing the connected device supply chain, offering solutions from pre-launch testing to recycling, aiming to maximize device value and minimize e-waste.",Series C,128,5,37.5,65.9,"Point Field Partners, MissionOG, Lavrock Ventures, Harbert Growth Partners, Grotech Ventures, Closed Loop Partners","MissionOG, Lavrock Ventures, Harbert Growth Partners, Grotech Ventures, Closed Loop Partners"
plusonerobotics.com,11/21/2022,03/07/2023,Plus One Robotics provides efficient and productive robotic depalletization solutions powered by AI software and human oversight.,Series C,106,4,54,96.4,"Zebra Ventures, Tyche Partners, Translink Capital, Top Tier Capital Partners, Schematic Ventures, Scale Venture Partners, ROBO Global, Pritzker Group Venture Capital, McRock Capital, Lerer Hippeau, Leonis Capital, Kensington Capital Partners Limited, Ironspring Ventures, ff Venture Capital, Dynamo, BMW i Ventures","Zebra Ventures, Translink Capital, Schematic Ventures, Pritzker Group Venture Capital, Perot Jain, McRock Capital, Lerer Hippeau, Kensington Capital Partners Limited, Ironspring Ventures, CEAS Investments, BMW i Ventures "
https://www.mosaic.tech/,03/26/2023,06/07/2023,"Mosaic.tech revolutionizes strategic finance with its comprehensive platform, empowering businesses to analyze outcomes and plan effectively. Trusted by the fastest-growing companies, Mosaic offers real-time analytics and planning tools that expedite decision-making processes. Integrating with over 30 tech systems, including ERP, CRM, and HRIS, Mosaic centralizes data for dynamic analysis. With 150+ metrics and customizable reports, teams gain unparalleled insights into performance. Advanced planning features, such as scenario modeling and connected 3-statement models, enable precise forecasting. By automating data integration and streamlining financial processes, Mosaic liberates finance teams from manual tasks, fostering collaborative decision-making and strategic agility for future success.",Series C,73,3,26,71.9,"XYZ Venture Capital, OMERS Ventures, General Catalyst, Friends & Family Capital, Founders Fund","XYZ Venture Capital, General Catalyst, Friends & Family Capital, Founders Fund, Fifth Down Capital, 9Yards Capital, Village Global, Felicis, Goldcrest Capital, Konstantin von Unger"
wiz.io,10/16/2022,02/27/2023,Providing advanced cloud security platform for Fortune 100 companies.,Series D,134,5,300,900,"Sequoia Capital, Lightspeed Venture Partners, Insight Partners, Index Ventures, Howard Schultz, Greenoaks, Cyberstarts, Blackstone Group, Bernard Arnault","Sequoia Capital, Salesforce, Insight Partners, Index Ventures, Greenoaks, Cyberstarts"
https://maymobility.com/,10/25/2022,11/07/2023,"May Mobility is revolutionizing urban landscapes with cutting-edge autonomous technology. Committed to fostering safer, eco-friendly, and inclusive cities, May Mobility's mission centers on enhancing transit sustainability and equitability. Their breakthrough autonomous vehicle technology operates seamlessly in real-world scenarios, propelling the evolution of urban transportation. With a track record of delivering on-demand, shared rides in ten locations spanning the United States and Japan, May Mobility is driving the future of urban mobility, making it more accessible and eco-conscious for all.",Series D,378,14,105,302.6,"Trucks Venture Capital, Toyota Ventures, State Farm Ventures, NTT Group, Cyrus Capital Partners, BMW i Ventures, Aioi Nissay Dowa Insurance","Toyota, Tokio Marine, State Farm Ventures, Next Century Ventures, NEXEN TIREoration, Mirai Creation Fund, Millennium Technology Value Partners, LG Technology Ventures, Cyrus Capital Partners, Bay Lake Ventures, 1843 Capital, Palm Drive Capital, Toyota Motor, Maven Ventures, Y Combinator, Thayer Ventures, Tandem Ventures, SVA, Recursive Ventures, CSC Upshot, Base Ventures, "
www.apollo.io,10/16/2022,08/29/2023,"Apollo.io is a dynamic sales platform driving end-to-end sales processes, boasting a living database of 275 million leads and garnering a stellar 4.8/5 rating from 6,381 reviews while ensuring GDPR compliance. Empowering over 1,000,000 users and 16,000 sales teams globally, Apollo offers comprehensive sales intelligence, lead scoring, engagement tools, and deal-closing features supported by cutting-edge AI. With a focus on enriching CRM data, Apollo facilitates seamless integration and automation, resulting in impressive metrics such as a 10%+ increase in win rate, 50% cost savings, and a 2x increase in open rate. Recognized as a leader in Sales Intelligence & Sales Engagement on G2, Apollo.io stands as the fastest-growing and most-loved sales technology on the planet, transforming team engagement and intelligence.",Series D,317,11,100,251.3,"Tribe Capital, Sequoia Capital, Nexus Venture Partners, Bain Capital Ventures","Tribe Capital, Sequoia Capital, Nexus Venture Partners, NewView Capital, Exponent Founders Capital, Sand Hill Angels, Y Combinator, Struck Capital, Social Capital, ZhenFund, SVA, CSC Upshot, Argonautic Ventures"
www.teamshares.com,10/16/2022,08/18/2023,"Teamshares is at the forefront of championing employee ownership as the future for small businesses, with a bold mission to inject $10 billion of stock wealth into hard-working Americans' hands and support generations of retiring small business owners. Tackling the common issue where 70% of small businesses fail to sell upon retirement, Teamshares offers a win-win solution by acquiring these businesses, granting 10% ownership to employees post-closure, and gradually elevating it to 80% within two decades. This innovative approach results in financially durable, employee-owned companies across 31 states and 42 industries, creating a network that empowers both retiring owners and the workforce.",Series D,306,11,124,126.7,"Union Square Ventures, Spark Capital, Slow Ventures, QED Investors, Khosla Ventures, Inspired Capital Partners, Contrary","Alumni Ventures, Operator Partners, Mike Gonzalez"
www.he360.com,10/10/2022,07/13/2023,"HawkEye 360 is a pioneering Radio Frequency (RF) data analytics company, boasting a revolutionary commercial satellite constellation that sets the standard in identifying, processing, and geolocating a diverse array of RF signals across land, sea, and air. Through cutting-edge proprietary algorithms and data fusion techniques, HawkEye 360 delivers transformative analytical products, addressing complex challenges for a global clientele. With a commitment to safeguarding the common good, their advanced tools empower first responders, aid law enforcement in combatting hidden illegal activities, and assist telecoms in optimizing spectrum usage. HawkEye 360's relentless pursuit of knowledge and innovation positions it as a leader in the defense, maritime, and global protection sectors.",Series D,276,10,58,372.3,"Strategic Development Fund, Razor's Edge Ventures, NightDragon, Manhattan Venture Partners, Insight Partners, BlackRock, Alumni Ventures, Adage Capital Management","SVB Capital, Space.VC, Shield Capital Partners, Seraphim Space, Razor's Edge Ventures, NightDragon, New Vista Capital, New North Ventures, Leidos holdings, Jacobs Ventures, Jacobs, Insight Partners, Gula Tech Adventures, Ayori Selassie, Alumni Ventures, Adage Capital Management, Esri, Dorilton Capital, Advance, Hambro Perks Ltd., Allied Minds, Airbus, Sumitomo, Space Capital, Raytheon"
www.uveye.com,12/22/2022,05/09/2023,"UVeye pioneers automated inspection systems for vehicles, leveraging cutting-edge AI and exclusive hardware. Specializing in meticulous examination, UVeye's technology ensures unparalleled precision in detecting defects, damages, and anomalies across various vehicle types. Employing advanced algorithms, their solutions offer swift and comprehensive assessments, enhancing safety and efficiency in automotive industries worldwide. UVeye's proprietary hardware integrates seamlessly with their AI-driven software, empowering users with unparalleled insights into vehicle condition and performance. With a relentless commitment to innovation, UVeye redefines automotive inspection standards, delivering robust solutions that streamline processes, mitigate risks, and elevate quality assurance across the transportation sector.",Series D,138,5,100,195.5,"W. R. Berkley, Hanaco Venture Capital, General Motors Ventures, General Motors, CarMax","General Motors Ventures, Menora Mivtachim, Meitav Investment House, CarMax, Hyundai Motor Company, Volvo Cars Tech Fund"
www.skydio.com,10/16/2022,02/27/2023,Specializing in revolutionary drones featuring breakthrough AI and data capture.,Series E,134,5,230,570,"UP Partners, NVIDIA, Next47, Linse Capital, IVP, Hercules Capital, DoCoMo Capital, Axon, Andreessen Horowitz","UP Partners, Next47, NaHCO3, Linse Capital, IVP, Andreessen Horowitz"
https://www.nextinsurance.com/,08/22/2023,11/01/2023,"NEXT is your dedicated partner for small business insurance, offering tailored coverage with zero hassle and significant savings. Choose from a range of policies, including General Liability, Workers' Compensation, Business Owner’s Policy, Professional Liability, and more. Featured on Forbes, Reuters, CNN, and others, we boast a 4.7/5 rating based on 5056 reviews. Our specialized coverage extends to various professions, ensuring tailored protection for food and beverage, construction, retail, cleaning, fitness, Amazon sellers, architects, engineers, entertainment, and more. With a swift three-step process—tell us what you do, select your coverage, and receive an instant certificate—we empower businesses to take smart risks and reach the next level.",Series F,71,3,265,1100,"Allstate, Allianz X","Zeev Ventures, G Squared, Group 11, Founders Circle Capital, FinTLV Ventures, 
CapitalG, Battery Ventures, Munich Re Ventures, MS&AD Ventures, FinTLV Ventures, 
TLV Partners, Ribbit Capital, Poalim Equity, American Express Ventures, 
Nationwide Mutual Insurance, Redpoint, Global Founders Capital, Markel Corporation, "
www.wallapop.com,10/16/2022,01/18/2023,"Wallapop is a leading platform for buying and selling second-hand items, promoting sustainable consumption and decluttering homes.",Series G,94,3,87.5,258.9,"Naver, Korelya Capital, Insight Partners, Accel, 14W","Northzone, Naver, Korelya Capital, Insight Partners, GP Bullhound, Accel, 14W"
stabl.com/,02/20/2023,08/09/2023,"Stabl Energy pioneers second-life energy storage solutions for businesses, offering an escape from escalating electricity costs and the complexities of traditional warranty conditions. Catering to various electric vehicle manufacturers, including Tesla, Ford, and Hyundai, Stabl enables companies to embrace commercial storage power seamlessly. The company's subscription model eliminates high initial investment costs, providing immediate savings while ensuring reliable operation, maintenance, and service. Stabl's German-engineered indoor and outdoor storage systems, backed by a comprehensive 10-year performance guarantee, prioritize efficiency, safety, and sustainability. With accolades like the ees Award 2022, Stabl Energy is a leader in advancing renewable energy integration.",Venture - Series Unknown,170,6,16.3,18.6,"UVC Partners, Nordic Alpha Partners, European Innovation Council, Energie360° ","European Innovation Council, "
https://www.solvento.mx/,02/21/2023,12/06/2023,"Solvent is revolutionizing logistics payments through automation and financial innovation, replacing manual processes with cutting-edge technology for seamless end-to-end reconciliation and carrier payments. Testimonials from industry leaders highlight Solvento's impact on competitiveness, operational financing, customer service, and payment times to carriers. The platform eliminates human error and fraud, automates proof of delivery retrieval and validation, and provides access to a diverse range of carriers, allowing businesses to make informed decisions based on data. Solvento's artificial intelligence-driven delivery test audit, market intelligence, and financing options ensure prompt payments without compromising cash flow. The company's ROI Calculator showcases potential logistics savings, making it a transformative force in the trucking industry.",Venture Round,288,10,3.5,63,"Zenda, Quona Capital, Proeza Ventures, Ironspring, Dynamo","Lendable, Zenda, Susa Ventures, Supply Chain Collective, Quona Capital, Proeza Ventures, Ironspring, Felipe Capella, Dynamo, Craig Fuller, Alexis Patjane, 9Yards Capital, Marco, Wollef Ventures, LG Group"
